ECG,RED,IR,PCG
1866,103175,74464,0
1868,103147,74559,0
1828,103212,74491,0
1836,103203,74491,0
1856,103130,74488,0
1849,103214,74515,0
1849,103118,74517,0
1904,103149,74481,0
1904,103225,74462,0
1918,103167,74488,0
1912,103199,74532,0
1916,103168,74495,0
1922,103161,74478,0
1920,103207,74466,0
1930,103185,74492,0
1928,103167,74532,0
1924,103222,74494,0
1930,103210,74511,0
1922,103154,74454,0
1922,103203,74495,0
1918,103174,74517,0
1912,103196,74498,0
1916,103200,74449,0
1900,103177,74489,0
1918,103202,74501,0
1948,103151,74456,0
1932,103193,74541,0
1936,103227,74474,0
1944,103170,74477,0
1944,103132,74537,0
1958,103200,74502,0
1949,103206,74511,0
1957,103178,74477,0
1960,103180,74489,0
1944,103175,74546,0
1932,103199,74490,0
1936,103197,74443,0
1930,103185,74523,0
1936,103197,74509,0
1965,103155,74503,0
1966,103140,74516,0
1976,103261,74481,0
1974,103168,74496,0
1972,103173,74540,0
1978,103173,74492,0
1977,103183,74492,0
1981,103219,74511,0
1968,103167,74496,0
2000,103214,74514,0
2012,103163,74511,0
2013,103226,74498,0
2015,103195,74476,0
2014,103167,74530,0
2010,103204,74510,0
1968,103171,74447,0
2000,103181,74526,0
1998,103203,74489,0
1993,103167,74510,0
2000,103122,74554,0
1992,103238,74491,0
1994,103197,74524,0
1996,103178,74479,0
2004,103196,74514,0
2010,103170,74532,0
2008,103231,74498,0
1990,103193,74452,0
2024,103155,74547,0
1988,103227,74532,0
1993,103181,74518,0
2010,103153,74512,0
2010,103228,74488,0
2046,103208,74524,0
2047,103161,74532,0
2068,103196,74499,0
2032,103202,74554,0
2054,103203,74492,0
2072,103191,74526,0
2040,103187,74516,0
2000,103191,74526,0
2044,103235,74474,0
2024,103186,74545,0
2028,103212,74551,0
2040,103164,74505,0
2038,103169,74550,0
2047,103242,74515,0
2044,103183,74525,0
2052,103126,74533,0
2054,103198,74515,0
2064,103223,74546,0
2044,103226,74503,0
2056,103182,74505,0
2052,103183,74587,0
2047,103215,74514,0
2056,103223,74470,0
2060,103186,74554,0
2053,103220,74538,0
2018,103163,74514,0
2056,103180,74566,0
2056,103263,74516,0
2018,103188,74509,0
2020,103138,74574,0
2028,103216,74536,0
2034,103223,74536,0
2064,103152,74513,0
2076,103223,74502,0
2070,103175,74562,0
2078,103155,74510,0
2082,103239,74500,0
2088,103244,74500,0
2092,103185,74540,0
2097,103166,74471,0
2104,103139,74527,0
2100,103251,74509,0
2096,103159,74499,0
2096,103138,74508,0
2092,103206,74496,0
2092,103177,74520,0
2088,103193,74488,0
2068,103175,74444,0
2088,103169,74562,0
2090,103198,74508,0
2092,103209,74487,0
2088,103152,74503,0
2086,103216,74485,0
2104,103156,74542,0
2096,103107,74500,0
2102,103246,74480,0
2080,103177,74484,0
2104,103186,74468,0
2106,103159,74464,0
2064,103158,74510,0
2066,103226,74480,0
2072,103152,74454,0
2064,103127,74505,0
2088,103196,74482,0
2092,103174,74473,0
2084,103161,74449,0
2088,103201,74455,0
2092,103155,74347,0
2093,103159,74445,0
2092,103137,74452,0
2089,103162,74457,0
2084,103153,74428,0
2096,103149,74512,0
2108,103162,74440,0
2100,103183,74412,0
2108,103129,74448,0
2112,103194,74435,0
2118,103130,74462,0
2124,103108,74420,0
2116,103210,74423,0
2084,103154,74423,0
2106,103149,74416,0
2112,103108,74397,0
2110,103149,74443,0
2104,103198,74399,0
2098,103136,74356,0
2096,103119,74483,0
2092,103156,74426,0
2102,103147,74389,0
2096,103093,74408,0
2106,103169,74396,0
2068,103106,74449,0
2082,103088,74385,0
2080,103187,74399,0
2080,103129,74420,0
2116,103139,74401,0
2120,103111,74389,0
2128,103122,74417,0
2116,103188,74360,0
