ECG,IR,PCG
4095,38098,0
4032,38123,0
4064,38089,0
3944,38091,0
3840,38108,0
3728,38093,0
3684,38116,0
3568,38105,0
3482,38114,0
3412,38091,0
3368,38091,0
3330,38114,0
3392,38104,0
3450,38111,0
3572,38082,0
3752,38090,0
3874,38119,0
3920,38095,0
3986,38095,0
4040,38099,0
4060,38111,0
4048,38097,0
4008,38077,0
3944,38083,0
3848,38108,0
3728,38086,0
3612,38112,0
3504,38093,0
3432,38115,0
3344,38068,0
3352,38086,0
3296,38109,0
3376,38083,0
3416,38113,0
3560,38084,0
3636,38097,0
3760,38075,0
3864,38074,0
4048,38101,0
4095,38075,0
4095,38098,0
4095,38073,0
4075,38073,0
3956,38104,0
3840,38072,0
3720,38103,0
3604,38087,0
3536,38092,0
3448,38070,0
3320,38090,0
3312,38090,0
3272,38076,0
3312,38067,0
3396,38067,0
3642,38074,0
3632,38090,0
3764,38053,0
3856,38074,0
3952,38086,0
4016,38061,0
4079,38085,0
4016,38071,0
4044,38089,0
3888,38067,0
3832,38056,0
3664,38086,0
3568,38068,0
3400,38098,0
3316,38050,0
3232,38063,0
3298,38089,0
3267,38065,0
3320,38084,0
3400,38069,0
3508,38068,0
3596,38079,0
3716,38066,0
3825,38085,0
3914,38068,0
4032,38082,0
4064,38057,0
3968,38079,0
3908,38064,0
3808,38088,0
3722,38060,0
3560,38068,0
3424,38094,0
3316,38055,0
3224,38065,0
3168,38094,0
3132,38066,0
3144,38090,0
3207,38064,0
3280,38069,0
3448,38083,0
3520,38063,0
3696,38081,0
3752,38075,0
3904,38088,0
3896,38053,0
3920,38061,0
3924,38086,0
3936,38064,0
3828,38083,0
3698,38062,0
3604,38093,0
3456,38056,0
3264,38073,0
3176,38088,0
3104,38068,0
3068,38102,0
3108,38046,0
3162,38066,0
3212,38076,0
3304,38067,0
3432,38086,0
3552,38083,0
3656,38068,0
3769,38093,0
3816,38062,0
3796,38078,0
3784,38067,0
3720,38080,0
3624,38073,0
3520,38066,0
3352,38099,0
3280,38071,0
3116,38101,0
3070,38057,0
2976,38074,0
2986,38101,0
2992,38070,0
3060,38086,0
3132,38066,0
3312,38085,0
3441,38060,0
3600,38063,0
3692,38088,0
3760,38077,0
3746,38091,0
3778,38065,0
3745,38066,0
3680,38081,0
3632,38065,0
3480,38078,0
3312,38095,0
3144,38082,0
3024,38065,0
2952,38056,0
2896,38083,0
2853,38066,0
2866,38095,0
2952,38043,0
3044,38071,0
3176,38085,0
3268,38070,0
3418,38083,0
3480,38061,0
3624,38070,0
3596,38083,0
3656,38077,0
3568,38092,0
3560,38074,0
3408,38098,0
3264,38057,0
3128,38059,0
3060,38094,0
2938,38064,0
2856,38091,0
2824,38074,0
2772,38074,0
2768,38078,0
2872,38076,0
2948,38090,0
3076,38077,0
3248,38092,0
3376,38057,0
3400,38075,0
3464,38109,0
3504,38084,0
3528,38073,0
3480,38076,0
3384,38089,0
3264,38059,0
3128,38078,0
2992,38089,0
2856,38071,0
2744,38083,0
2681,38087,0
2624,38087,0
2644,38071,0
2624,38068,0
2724,38095,0
2808,38074,0
2960,38097,0
3052,38073,0
3168,38079,0
3260,38081,0
